,pid,name,collaborative,modified_at,num_tracks,num_albums,num_followers,num_edits,duration_ms,num_artists,description
413,1413,July,false,1501891200,21,20,1,13,4892738,18,
414,1414,Lista oficial Sense8,false,1437696000,19,18,1,2,4324411,18,
415,1415,1.17,false,1488844800,50,47,1,9,11127597,44,
416,1416,Country,false,1430352000,19,18,1,7,4193526,9,
417,1417,summer 2k17,false,1506729600,24,17,1,6,5064671,13,
418,1418,party jams,false,1479168000,124,113,1,8,27116725,94,
419,1419,Workout,false,1473465600,29,26,1,9,6858484,25,
420,1420,Study Music,false,1474329600,190,67,1,14,53452463,76,
421,1421,OH MAN,false,1500076800,236,43,1,22,50296186,28,
422,1422,You...,false,1479427200,15,13,1,11,3689504,13,
423,1423,Love Sucks,false,1496707200,18,17,1,12,4359352,17,
424,1424,MARSHALL,false,1492646400,35,33,2,15,7514823,33,
425,1425,DJ,false,1507075200,103,95,2,12,22339581,78,
426,1426,For My Girl,false,1504828800,132,106,1,68,28349953,83,
427,1427,Soft rock,false,1401062400,37,33,1,11,9159923,23,
428,1428,CLASSIC ROCK,false,1503187200,52,50,1,8,14765740,28,
429,1429,Summer 2014,false,1404086400,5,5,1,5,1100859,5,
430,1430,hype,false,1473638400,10,9,5,3,2260593,9,
431,1431,Falling,false,1449100800,34,30,1,5,8684170,27,
432,1432,Oldies,false,1483660800,99,90,1,9,18732400,59,
433,1433,Revolution,false,1490140800,9,9,1,5,2060908,8,Songs for the Revolution
434,1434,that mood,false,1491177600,123,98,1,15,29354041,62,
435,1435,Road Trip,false,1439251200,30,26,1,2,6748693,23,
436,1436,for lauren,false,1482278400,36,36,1,5,9640625,33,
437,1437,WORK,true,1508976000,47,38,1,15,11660864,30,
438,1438,Music ,false,1457395200,12,10,1,4,2845456,8,
439,1439,right now,false,1494460800,61,48,3,30,13257868,45,
440,1440,Summer Solstice,false,1507766400,88,46,3,6,20281549,32,
441,1441,Beats,false,1504396800,30,28,1,4,6865194,23,
442,1442,Brasileiro,false,1371945600,49,17,2,7,9018103,18,
443,1443,🔥🔥,false,1508976000,13,13,3,12,2820475,12,
444,1444,lit,false,1509321600,36,29,2,19,6789604,25,
445,1445,👅💦,false,1504396800,167,117,1,24,39769523,67,
446,1446,alt rock,false,1500249600,41,33,1,5,8937610,26,
447,1447,👊🏼,false,1475280000,15,12,1,6,3574183,9,
448,1448,Girls,true,1446336000,18,18,1,10,4104608,16,
449,1449,Words,false,1498953600,14,13,7,4,3245842,13,
450,1450,Yummy,false,1443484800,24,20,1,21,6276774,17,
451,1451,Playlist,false,1509062400,122,44,2,34,22646246,21,
452,1452,Yuh,false,1508889600,44,35,1,24,9402883,32,
453,1453,Driving tunes,false,1398816000,27,24,1,9,6382366,22,
454,1454,Summer 16,false,1472169600,67,57,1,2,16157008,46,
455,1455,disney channel,false,1495929600,75,22,4,7,14553870,24,
456,1456,Cha Cha,false,1497052800,66,56,1,14,15624009,53,
457,1457,Singles,false,1507507200,102,100,1,2,24176292,97,
458,1458,Jenny ,false,1407628800,95,11,2,4,20824921,4,
459,1459,Soft rock,false,1502496000,74,65,1,18,19258054,54,
460,1460,bangers,false,1487462400,60,51,2,7,13334438,46,
461,1461,Funk,false,1461024000,19,13,1,10,7008147,11,
462,1462,throwback songs,false,1509321600,52,48,1,22,12136987,42,
463,1463,summer ,false,1497052800,20,18,5,11,4375408,17,
464,1464,Flow,false,1507680000,31,29,2,18,7949540,29,
465,1465,rock,false,1496448000,36,35,1,9,9096224,34,
466,1466,Road Trip,false,1405987200,236,172,1,2,51609361,121,
467,1467,Love Songs,false,1509408000,40,33,1,10,9267138,28,
468,1468,Hebrew,false,1449705600,60,43,2,18,18422201,17,
469,1469,Jack Johnson ,false,1506556800,97,76,1,28,21823898,61,
470,1470,CoUnTrY,false,1454889600,36,32,1,5,7952617,23,
471,1471,baile,false,1505520000,152,125,1,61,33605399,91,
472,1472,Rap 2.0,false,1501718400,30,20,1,15,7121069,14,
473,1473,Rap,false,1498262400,21,16,1,4,5763388,3,
474,1474,feb '17,false,1488326400,40,34,4,22,8541704,33,
475,1475,Good Songs,false,1496188800,37,36,1,20,8100929,34,
476,1476,butterflies,false,1509408000,60,53,1,23,13551711,48,
477,1477,country,false,1491350400,100,69,1,13,21086717,53,
478,1478,collection,false,1506470400,62,56,1,49,14262984,51,
479,1479,dnb,false,1436227200,183,96,3,21,58589464,76,
480,1480,Rap,false,1508803200,160,131,1,64,36990532,91,
481,1481,All Rap,false,1508457600,112,68,2,28,28176783,34,
482,1482,Phantogram,false,1482192000,50,7,1,3,11824744,3,
483,1483,Dark,false,1492128000,36,13,1,2,7175289,7,
484,1484,soul,false,1506384000,15,15,1,7,3281610,12,
485,1485,bored,false,1503273600,50,46,1,6,11594352,36,
486,1486,mellow,false,1486857600,224,175,1,132,58552533,147,
487,1487,Popi,false,1379894400,26,18,1,4,6692988,11,
488,1488,Flash Back,false,1499299200,89,62,2,16,20887556,43,
489,1489,Fall 2017,false,1509408000,32,31,1,21,6595500,29,
490,1490,relax,false,1507593600,133,123,1,58,34256645,117,
491,1491,Happy Mix,false,1501632000,147,124,1,16,30083548,88,
492,1492,2014,false,1417392000,36,35,1,29,8118863,31,
493,1493,Slow Down,false,1507766400,66,63,1,47,16130188,59,
494,1494,DO WORK,false,1395014400,12,11,1,2,2891843,10,
495,1495,History,false,1417478400,10,10,1,3,2422663,10,
496,1496,Feel Good,false,1424822400,24,20,1,2,8318865,17,
497,1497,2017,false,1506384000,30,24,1,19,6990352,23,
498,1498,world,false,1505779200,48,43,1,22,12993275,37,
499,1499,Chill,false,1509408000,26,24,1,13,6169511,22,
500,1500,cardio,false,1505606400,146,138,1,87,35019033,126,
501,1501,Acoustic ,false,1509408000,38,38,1,5,8111914,33,
502,1502,Its lit,false,1507420800,13,13,1,4,3310561,10,
503,1503,Lounge,false,1500595200,168,154,1,122,54315803,140,
504,1504,Play it forward,false,1447891200,31,29,1,5,7499682,25,
505,1505,Country,false,1481155200,116,86,2,64,25951566,47,
506,1506,country,false,1497052800,62,53,2,2,13248036,35,
507,1507,Chilllllllll,false,1492992000,106,95,2,30,24592158,72,
508,1508,Exit ,false,1475366400,37,37,1,12,8077383,36,
509,1509,Chill,false,1471305600,93,58,3,16,23241509,33,
510,1510,baller,false,1436918400,12,8,1,2,2502476,7,
511,1511,lunes,false,1491868800,16,13,1,10,3525041,11,
512,1512,**~TRILL~**,false,1449360000,83,78,1,44,20109987,65,
513,1513,Lost,false,1497830400,23,23,1,15,5940333,22,
514,1514,Jazz,false,1506643200,95,85,1,62,37917811,66,
515,1515,May 2014,false,1401494400,29,29,1,23,6499735,29,
516,1516,Luau,false,1381190400,37,32,1,8,8860409,24,
517,1517,Drip,false,1509235200,148,117,1,30,33414680,88,
518,1518,Party Playlist,false,1479427200,47,43,2,16,9931552,32,"Good playlist for parties, could be longer but it is not"
519,1519,windows down,false,1502496000,19,17,1,6,4300152,16,
520,1520,Dancing !!,false,1509321600,38,38,1,27,8858951,30,
521,1521,Gym Time,false,1406764800,82,60,1,27,21092031,47,
522,1522,2k17,false,1484784000,32,26,1,14,8038075,17,Yea!
523,1523,Workout Mix,false,1490745600,20,18,2,6,4270894,16,
524,1524,Christmas Pop,false,1481155200,47,16,1,5,8869150,12,
525,1525,idk,false,1450137600,51,49,1,20,11040612,48,
526,1526,country,false,1508198400,141,73,1,39,30687728,43,
527,1527,SUMMER,false,1505347200,24,19,1,12,5501040,17,
528,1528,download,false,1503964800,19,17,1,8,4190408,12,
529,1529,Girls Girls Girls,false,1508198400,82,71,3,9,19414353,60,
530,1530,2000's,false,1509494400,50,42,1,2,12232871,29,
531,1531,LATINA,false,1504915200,172,135,2,98,38603638,79,
532,1532,whippin,false,1487030400,61,46,1,15,15102087,35,
533,1533,P2,false,1483401600,105,95,1,39,23734032,80,
534,1534,MAIN PLAYLIST,false,1509321600,49,34,1,24,9681387,25,
535,1535,dev,false,1502928000,52,35,1,8,13142325,26,
536,1536,country,false,1391558400,176,120,5,62,39458935,70,
537,1537,Work,false,1449792000,5,5,1,2,1240732,5,
538,1538,sad songs,false,1498608000,17,17,1,12,4426564,17,
539,1539,2000's,false,1367625600,55,37,1,2,12350273,27,
540,1540,Take Me Back,false,1487894400,138,108,2,12,25080062,53,
541,1541,spanish,false,1509494400,62,56,1,25,13926401,40,
542,1542,August '17,false,1506038400,58,49,1,7,12188992,42,
543,1543,Good stuff,false,1495065600,37,24,1,5,9102188,15,
544,1544,Mix,false,1487894400,50,25,1,2,11875213,15,
545,1545,lil wayne,false,1398297600,29,16,1,9,7127288,8,
546,1546,throwback,false,1498089600,13,12,1,5,2802046,10,
547,1547,soothing,false,1476489600,54,14,1,16,8885417,12,
548,1548,My Indie,false,1488240000,33,26,1,3,7633234,23,
549,1549,russ,false,1505865600,42,22,1,10,7582833,3,
550,1550,MARTIN,false,1501372800,13,13,1,2,2543372,13,
551,1551,Mood,false,1508457600,144,120,1,73,31841093,100,
552,1552,hiphop,false,1508630400,102,75,1,5,23454179,58,
553,1553,work,false,1505347200,189,149,1,21,43314934,97,
554,1554,2016,false,1491523200,32,30,1,9,6894957,27,
555,1555,Old School Rap,false,1503014400,52,38,1,3,13755509,24,
556,1556,wedding ceremony,false,1450396800,5,5,1,3,1452945,5,
557,1557,My High-Intensity Workout,false,1500249600,44,40,1,2,10859883,39,
558,1558,My Chill,false,1431734400,14,13,1,8,3735876,13,
559,1559,Scott,true,1366416000,49,44,1,4,11788038,40,
560,1560,Pre-game,false,1461110400,22,22,2,3,5358109,19,
561,1561,Gym Workout,false,1389830400,12,12,1,2,2665209,12,
562,1562,Running,false,1450828800,62,58,2,27,14035225,53,
563,1563,new,false,1508284800,35,30,1,5,8357880,23,
564,1564,summer17,false,1504310400,24,23,1,10,5479202,21,
565,1565,👌🏼,false,1469836800,86,83,8,48,20184628,78,
566,1566,Feels,false,1506729600,26,26,1,14,6027673,22,
567,1567,CHRISTMAS,false,1481673600,29,20,1,6,5404802,18,
568,1568,Christmas,false,1323475200,155,62,1,3,30222412,47,
569,1569,mellow mood,false,1509321600,30,19,1,20,7933984,13,
570,1570,2017 Summer,false,1504310400,174,130,1,12,37341692,70,
571,1571,Kay,false,1473465600,10,8,1,6,2527237,8,
572,1572,party! ,false,1501718400,30,29,1,4,7556614,24,
573,1573,pam,false,1509062400,40,40,1,12,9195628,33,
574,1574,crunk,false,1400025600,11,11,1,6,2443746,10,
575,1575,Work It Out,false,1498953600,27,27,1,17,6237923,23,
576,1576,Good Good ,false,1508025600,118,89,1,31,26048840,66,
577,1577,Road Trip ,false,1502755200,127,80,1,5,28889601,39,
578,1578,run faster,false,1498608000,44,42,1,2,9911580,31,
579,1579,kim,false,1508889600,95,87,1,37,21498328,71,
580,1580,Hip Hop,false,1505347200,116,89,1,31,28423765,56,
581,1581,country feels,false,1489276800,47,42,1,13,10285902,30,
582,1582,Rod,false,1505692800,165,129,1,31,41882355,76,
583,1583,CHRISTMAS,false,1508371200,33,29,1,5,6179775,23,
584,1584,Fireside ,false,1509408000,33,29,1,7,7197806,24,
585,1585,Wedding,true,1508544000,92,78,1,5,22457440,69,
586,1586,friday,false,1462492800,8,6,1,2,2112224,4,
587,1587,00's,false,1489104000,45,42,1,2,10154384,36,
588,1588,EDM,false,1508025600,83,79,2,24,21163698,52,
589,1589,Undertale,false,1498262400,55,44,1,19,11099008,36,
590,1590,Luis,false,1509148800,84,66,1,23,19931249,47,
591,1591,Dubstep,false,1506038400,115,66,3,45,29043015,42,
592,1592,hype,false,1509235200,158,141,1,46,34821175,109,
593,1593,Blessings,false,1505347200,44,33,1,17,9602694,29,
594,1594,Party,false,1489104000,63,59,2,5,14847161,49,
595,1595,Game day!,false,1428278400,32,27,4,4,6467573,24,
596,1596,Exercise,false,1425340800,60,54,3,21,14816037,44,
597,1597,chill rap,false,1509235200,24,20,1,22,5878924,18,
598,1598,chill,false,1505779200,6,6,1,6,1398406,6,
599,1599,Acoustic,false,1441497600,23,23,2,2,5211367,22,
600,1600,no,false,1508889600,51,31,1,19,11248203,22,
601,1601,Summer '17 ,false,1501545600,17,16,1,4,3983919,14,
602,1602,Love,false,1496793600,29,27,1,12,6307240,24,
603,1603,In the Clouds,false,1509235200,45,37,1,15,9654454,33,
604,1604,Disney,false,1419811200,124,13,1,2,20226973,39,
605,1605,Ruben,false,1484524800,16,15,1,2,3477892,15,
606,1606,rap,false,1508371200,39,34,1,20,8679158,26,
607,1607,Whitney Houston,false,1493337600,61,18,1,3,16478672,5,
608,1608,80s Jams,false,1490400000,14,14,1,8,3403565,14,
609,1609,90's Mix,false,1503705600,124,82,2,9,29299193,57,
610,1610,Happy,false,1503360000,125,106,2,56,26037974,97,
611,1611,Indie Rock,false,1505606400,31,28,1,8,7543094,26,
612,1612,Dinner Playlist,false,1492128000,79,62,1,14,17866282,46,
613,1613, Upbeat,false,1344988800,41,21,1,7,10292980,16,
614,1614,oldschool,false,1375574400,92,68,1,24,23030481,54,
615,1615,2011,false,1392163200,77,50,1,33,17445356,45,
616,1616,any,false,1495929600,5,5,1,6,1235432,5,
617,1617,Run,false,1487030400,22,21,1,9,4672110,19,
618,1618,Workout,false,1509235200,98,78,1,4,22582867,49,
619,1619,Country,false,1501200000,55,50,1,33,11892047,37,
620,1620,Rock,false,1509321600,97,88,1,60,20614354,69,
621,1621,slow,false,1506384000,49,45,1,7,11602101,35,
622,1622,90's mix,false,1447545600,28,22,1,4,6348405,9,
623,1623,feels,false,1479859200,52,34,1,7,11303103,27,
624,1624,feels,false,1504828800,203,174,6,122,48569495,145,
625,1625,Symphony,false,1447977600,48,7,1,3,13237382,7,
626,1626,iceland,false,1485734400,156,127,1,38,35137601,96,
627,1627,Partay,false,1508371200,44,43,1,41,10977682,28,
628,1628,Beach,false,1497312000,38,36,1,17,7948116,35,
629,1629,Max,false,1503360000,24,23,1,15,5076598,22,
630,1630,Sure Thing,false,1462665600,111,85,2,44,25399462,68,
631,1631,ok,false,1504137600,16,13,1,11,4194488,11,
632,1632,silky,false,1504483200,39,31,1,5,9617167,22,
633,1633,New Songs,false,1419984000,47,40,1,27,11166037,37,
634,1634,bedtime,false,1403222400,30,27,1,14,7093720,26,
635,1635,Rock Out,false,1497830400,24,17,1,18,5293460,10,
636,1636,dat new new,false,1509408000,52,47,1,35,10652724,42,
637,1637,oh,false,1418688000,16,16,1,2,3232928,16,
638,1638,Reg,true,1364169600,20,17,3,3,4428643,11,
639,1639,Life Soundtrack,false,1507420800,14,14,1,2,3905019,14,
640,1640,Campfire,false,1508803200,80,79,2,50,17670254,76,
641,1641,Narco Corridos,false,1509062400,128,60,2,38,23557440,24,
642,1642,Country,false,1489795200,48,39,1,4,10372503,33,
643,1643,LADIES,false,1478217600,23,15,1,7,5568522,11,
644,1644,4th of July,false,1467590400,16,16,1,2,3864088,13,
645,1645,Pregame,false,1508630400,103,96,3,58,24420621,63,
646,1646,rap,false,1508198400,126,63,9,41,28541535,31,
647,1647,Good,false,1493683200,185,95,2,26,46366971,52,
648,1648,country ,false,1460592000,69,47,1,3,15607192,18,
649,1649,idk man,false,1494374400,147,111,1,55,33330704,77,"A combination of pop, alternative, and early 2000&#x27;s"
650,1650,rap 2.0,false,1475971200,31,22,1,5,7213718,20,
651,1651,Chillin',false,1375833600,13,11,2,4,3288475,9,
652,1652,running,false,1452384000,26,22,1,17,5999397,21,
653,1653,For now,false,1500076800,6,6,1,2,1529319,6,
654,1654,Pump-Up,false,1508112000,7,6,1,4,1609292,5,
655,1655,Red Hot Chili Peppers ,false,1462406400,17,15,1,4,4266661,6,
656,1656,Best EDM,false,1509062400,65,65,1,25,14680370,53,
657,1657,kevin gates ,false,1481068800,162,87,2,9,37306792,53,
658,1658,favorite,false,1394409600,32,26,1,10,8097505,24,
659,1659,Texas,false,1489708800,20,16,1,2,4114333,12,
660,1660,Homework playlist,false,1506297600,28,26,1,10,6304569,20,
661,1661,NYE 2016,true,1483142400,97,90,1,2,20124126,72,
662,1662,Workout Mix,false,1491868800,54,47,1,25,12100386,38,
663,1663,Drive Time,false,1509321600,82,63,1,3,19314631,27,For when you&#x27;ve got a long drive ahead of you
664,1664,indo,false,1507075200,61,53,1,30,15032147,40,
665,1665,Pitch Perfect ,false,1435536000,26,3,2,3,3763153,10,
666,1666,Best Country,false,1497744000,169,97,1,46,37787451,60,
667,1667,Workout Playlist,false,1421539200,93,75,2,28,25073831,54,
668,1668,Spanish jams ,false,1499644800,112,98,1,4,26635572,58,
669,1669,october 2017,false,1508457600,12,11,1,5,2496316,11,
670,1670,country ❤️,false,1414454400,12,8,1,4,2576790,8,
671,1671,love,false,1500681600,25,25,1,4,5985923,22,
672,1672,This is Me,false,1492732800,60,52,1,2,14922001,45,
673,1673,S1,false,1446854400,20,20,1,2,5151739,20,
674,1674,90s Hits,false,1478217600,71,64,1,4,17642940,61,
675,1675,Abby,false,1492905600,141,109,1,3,32708994,65,
676,1676,Band songs,true,1442361600,60,53,1,36,14988523,44,
677,1677,STUDY,false,1441670400,6,6,1,2,1508038,6,
678,1678,Partyyyyyy,true,1440374400,147,100,1,9,33482254,75,
679,1679,Rap,false,1499558400,30,26,1,4,8048812,18,
680,1680,Country,false,1490572800,60,43,1,27,12758514,27,
681,1681,hehehe,false,1500422400,29,22,1,6,7355958,18,
682,1682,HYPE,false,1501632000,36,34,1,16,8098924,31,
683,1683,Moving On,false,1476835200,153,103,2,111,34475253,69,
684,1684,Musicals,false,1500768000,218,37,1,17,43027209,96,
685,1685,CHILL,false,1461888000,128,60,2,24,30348472,39,
686,1686,Tyler the creator ,false,1505865600,65,6,1,2,15710165,3,
687,1687,Chill,false,1479686400,49,46,2,32,11739108,41,
688,1688,cleaning,false,1505520000,31,27,2,5,6637700,23,
689,1689,2014,false,1419379200,230,154,2,69,55748505,118,
690,1690,EDM,false,1509062400,177,124,2,55,58193025,75,
691,1691,RWBY,false,1419638400,57,6,2,5,16117298,4,
692,1692,EDM Favorites,false,1504396800,74,69,1,23,20215952,47,
693,1693,Alt,false,1496966400,127,39,1,5,28349004,19,
694,1694,calm down,false,1405036800,44,41,4,33,10849897,37,
695,1695,2016,false,1479340800,88,77,2,42,19305245,74,
696,1696,Luke!,false,1493078400,144,124,1,4,33844668,99,
697,1697,Thug Lyfe,false,1473724800,13,12,1,4,3156860,8,
698,1698,Pregame,false,1494460800,18,18,1,3,4238090,16,
699,1699,New Favorites,false,1446768000,61,45,1,8,14391153,36,
700,1700,ALBUM,false,1452038400,23,13,1,7,4809600,9,
701,1701,others,false,1409616000,13,12,1,5,3117497,9,
702,1702,Electronica,false,1507680000,103,97,1,72,24409295,71,
703,1703,workout,false,1496966400,28,27,1,9,6578936,20,
704,1704,Like^^,false,1500854400,230,191,1,75,51483111,136,What a girl wants to listen to.
705,1705,Running,false,1495065600,116,101,1,20,27712017,88,
706,1706,Disney,false,1495929600,146,48,1,8,26023700,77,
707,1707,chill vibes,false,1497484800,98,95,3,46,24793265,90,
708,1708,Latest,false,1505865600,229,179,2,102,52766770,128,
709,1709,Frances,false,1500336000,165,119,2,82,38234883,90,
710,1710,oldies,false,1503532800,50,35,1,7,12271931,25,
711,1711,random ,false,1465171200,242,158,1,61,53732195,97,
712,1712,nothing else matters,false,1491696000,131,79,5,48,28633618,58,
713,1713,Rock,false,1441065600,25,22,1,4,6272718,11,
714,1714,workout,false,1508976000,135,109,1,41,34636031,79,
715,1715,yaya,false,1496102400,8,8,2,3,1878631,8,
716,1716,Old school ,false,1480291200,71,34,1,15,18388272,22,
717,1717,throwback ,false,1492560000,35,35,1,7,8546734,28,
718,1718,Current,false,1503792000,38,38,1,18,9531108,35,
719,1719,hype,false,1507593600,41,38,2,15,9756815,33,
720,1720,RAP !!!,false,1505606400,53,35,1,13,11509462,30,
721,1721,a1,false,1416960000,60,56,1,11,13984946,51,
722,1722,vibez,false,1507334400,130,97,1,71,27640154,80,
723,1723,school,false,1501200000,168,153,1,2,37032232,133,
724,1724,Chill ,false,1507075200,37,31,3,32,7979715,29,
725,1725,beach,false,1499904000,30,25,1,4,6651884,19,
726,1726,lol,false,1492300800,19,19,1,3,4008127,19,
727,1727,Spring,false,1431129600,53,44,1,30,12274187,40,
728,1728,Wedding,false,1503705600,123,116,1,6,30147120,100,
729,1729,Concentration,false,1426636800,188,121,1,2,60415980,89,
730,1730,Mixtape,false,1404259200,18,17,1,2,4488781,16,
731,1731,Kids,false,1412121600,90,47,1,2,12053874,49,
732,1732,Brazil,false,1499990400,63,8,1,4,12288698,7,
733,1733,Kirtan,false,1421107200,43,17,1,8,21007417,11,
734,1734,playlist1,false,1486512000,15,15,1,5,3535049,14,
735,1735,turnt ,false,1454371200,23,18,1,4,5288664,13,
736,1736,random,false,1500508800,13,11,1,3,2777615,10,
737,1737,Beyoncé ,false,1416787200,83,10,1,4,20649665,4,
738,1738,Rap,false,1509321600,54,15,2,10,12495144,8,
739,1739,Tunes,true,1497830400,41,36,1,23,9374442,31,Your new favorite playlist.
740,1740,You,false,1422748800,29,26,1,6,6903414,23,
741,1741,Dads playlist,false,1469836800,32,29,2,3,6497283,12,
742,1742,oldies but goodies,false,1508198400,48,45,1,4,11055609,43,
743,1743,Countray,false,1405900800,27,25,1,3,6198325,20,
744,1744,Fire🔥🔥🔥,false,1497830400,25,24,2,16,5562231,21,
745,1745,Art,false,1371600000,65,29,1,5,14323644,22,
746,1746,ON REPEAT,false,1507766400,121,98,1,51,28761808,71,
747,1747,Dean,false,1509148800,87,39,2,46,19666752,20,
748,1748,party songs,false,1496793600,50,39,1,3,10975146,29,
749,1749,random,false,1507680000,58,47,1,34,13294307,36,
750,1750,sleep,false,1445472000,106,23,2,2,25968097,15,
751,1751,Country,false,1467849600,214,101,9,72,45275756,60,
752,1752,fun songs,false,1499731200,156,128,2,27,34321104,84,
753,1753,Light,false,1497830400,54,48,1,27,13267117,45,
754,1754,aa,false,1497916800,44,33,1,2,10228227,26,
755,1755,Fav Songs,false,1507766400,25,20,1,9,5509755,16,
756,1756,old,false,1460764800,8,8,2,4,1757230,8,
757,1757,ULTIMATE THROWBACK,false,1436659200,56,49,1,4,12504983,39,
758,1758,Pat,false,1508803200,62,52,1,2,14256729,39,
759,1759,dreamy,false,1505088000,27,24,1,11,6768732,19,
760,1760,um,false,1481673600,104,51,1,22,25384953,19,
761,1761,Lex,false,1501113600,65,57,1,3,15992028,40,
762,1762,Thug,false,1464480000,47,37,1,4,10608511,31,
763,1763,Fab,false,1426723200,65,54,1,28,15022529,46,
764,1764,Decades,false,1508457600,35,34,2,12,8659147,30,
765,1765,Country,false,1489276800,40,14,1,5,8045817,9,
766,1766,Middle School,false,1444435200,49,39,1,10,10817627,26,
767,1767,turn up ,false,1446768000,84,69,1,11,19046002,59,
768,1768,Old School,false,1481068800,89,64,1,6,22169371,56,
769,1769,rewind,false,1496880000,29,28,1,15,7153414,27,
770,1770,Summer 2017,false,1499990400,41,38,2,7,8526298,35,
771,1771,Party,false,1474416000,118,102,2,41,26282026,83,
772,1772,PG,false,1482278400,78,75,1,25,16920654,68,
773,1773,Circles,false,1490486400,14,14,1,5,2969178,14,
774,1774,Jesus Time ,false,1473724800,41,8,1,4,12389238,7,
775,1775,Oldies,false,1452643200,26,22,2,7,6348412,17,
776,1776,Fiesta,false,1509062400,198,174,4,57,46189904,139,
777,1777,chillen,false,1508976000,178,136,4,52,41701809,102,
778,1778,Hip Hop,false,1495670400,12,12,1,2,2834134,10,
779,1779,old skool hip hop,false,1496880000,52,31,1,4,12837504,23,
780,1780,Labor ,false,1474502400,20,20,1,8,4267218,18,
781,1781,DIG IT,false,1494460800,146,126,3,117,36260005,111,
782,1782,Pretty,false,1506124800,7,5,6,4,1500504,3,
783,1783,I'm Sorry,false,1494979200,49,43,2,5,13478797,31,
784,1784,Classical,false,1507161600,32,29,1,8,10009700,17,
785,1785,throwbacks,false,1489795200,55,49,5,9,12604612,35,
786,1786,house party,false,1509408000,185,119,3,60,41170629,69,
787,1787,car karaoke,false,1509148800,34,32,1,8,7804630,30,
788,1788,Bam Bam,false,1503446400,107,69,1,7,25426565,44,
789,1789,Volleyball,true,1474416000,75,69,3,10,17369402,62,
790,1790,SEX,false,1458691200,33,29,1,13,9377610,20,
791,1791,Chill House,false,1493337600,110,99,1,48,24519301,83,
792,1792,Voyage,false,1423872000,50,48,2,2,13172296,44,
793,1793,hype,false,1509408000,39,38,1,7,8647974,33,
794,1794,2015,false,1440892800,44,40,1,11,10027399,34,
795,1795,november 17,false,1509321600,6,6,1,3,1361317,4,
796,1796,her,false,1509494400,21,20,1,8,4380046,20,
797,1797,Khalid,false,1505952000,24,9,1,7,5189273,8,
798,1798,sophie,false,1471392000,20,13,2,2,4592790,16,
799,1799,Bryson Tiller,false,1489276800,19,10,11,16,4257915,9,
800,1800,Middle,false,1460678400,11,11,1,3,2554244,11,
801,1801,Banda,false,1509062400,130,96,1,44,25230584,47,
802,1802,Rap,false,1505174400,91,74,8,32,22677443,44,
803,1803,Road trip,false,1398384000,109,76,1,5,24759504,56,
804,1804,Time,false,1490745600,14,14,1,4,3550616,11,
805,1805,Old,false,1508630400,123,106,1,55,33637080,61,
806,1806,beach,false,1482969600,30,28,2,9,6039314,23,
807,1807,Cool stuff,false,1509408000,33,24,1,7,7367294,19,
808,1808,Yup,false,1509494400,115,48,1,54,25408384,26,
809,1809,Cheel,false,1506384000,26,22,1,11,5963404,15,
810,1810,country,false,1506902400,53,43,1,31,11549103,29,
811,1811,#1 PlayList,false,1454371200,23,14,1,5,4815915,8,
812,1812,car songs,false,1466121600,164,125,1,38,39727971,81,
813,1813,Contemporary Christian,false,1505347200,44,38,2,26,11743277,25,
814,1814,Gospel,false,1501286400,83,63,1,10,25831690,39,
815,1815,joan Sebastian,false,1466985600,143,40,2,7,27390623,6,
816,1816,Spring 2016,false,1462838400,31,24,1,2,7681511,17,
817,1817,Gym Workout,false,1387152000,55,41,1,3,12153285,27,
818,1818,Heavy,false,1490400000,104,73,2,42,22661031,50,
819,1819,Long drive ,false,1508630400,82,80,1,10,18140580,73,
820,1820,so,false,1504569600,21,20,1,13,4948122,19,
821,1821,Salsa,false,1485561600,88,56,1,4,26284025,32,
822,1822,deep,false,1489622400,53,39,3,6,12712750,31,
823,1823,Jams,false,1508976000,162,85,1,11,38985451,43,
824,1824,Wedding Reception,false,1505865600,47,44,1,6,10830746,41,
825,1825,Chillest,false,1448841600,83,71,1,2,18530133,62,
826,1826,country,false,1438387200,43,39,1,7,8595864,31,
827,1827,Wedding playlist,false,1502409600,47,47,2,5,9928539,47,
828,1828,OP,false,1482105600,101,60,2,27,24834961,40,
829,1829,Go-To,false,1473120000,176,139,1,89,42633254,92,
830,1830,Grad Party,false,1461888000,62,56,1,4,13112747,49,
831,1831,_DRAG,false,1435968000,6,6,1,2,1448450,6,
832,1832,Classical,false,1494633600,39,37,1,10,11316569,32,
833,1833,september,false,1508198400,31,30,4,5,7558040,28,
834,1834,Hip Hop/Rap,false,1496534400,31,22,1,6,6642897,16,
835,1835,Spanish Pop,false,1473465600,47,26,2,3,10770112,16,
836,1836,The Favs,false,1509321600,55,51,1,13,11929266,45,
837,1837,Country,false,1487721600,152,109,1,38,31526814,76,
838,1838,Xmas,false,1417392000,151,64,1,2,26860181,51,
839,1839,lit,false,1486512000,124,107,1,44,27603537,76,
840,1840,go to,false,1493856000,24,20,1,20,6564325,12,
841,1841,wedding,false,1484352000,56,54,1,19,12821077,44,
842,1842,christmas,false,1481155200,55,23,2,9,11774236,21,
843,1843,shower,false,1461888000,74,69,1,28,16857629,63,
844,1844,lit list,false,1509494400,201,114,4,64,45685418,63,
845,1845,Mad Men,false,1310601600,7,7,3,2,1312185,7,
